player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interception_touchdowns,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,safeties,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,tackles_for_loss,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
Zaire Patterson,144132,DI,CLEMSON,3,0,0,,0,0,140,0,0,,43.8,72.8,54.7,51.8,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,16,16,3,10,0,3,0,0,13,3,0,0,0,0,0,0,0,0,0,
Jaylin Alderman,144145,LB,MIAMI FL,5,1,0,83.3,0,0,220,0,0,81.8,81.4,73.8,,67.2,70.4,0,0,0,0,13,12.5,1,1,0,94.4,5,0,0,36,0,22,40,0,0,0,0,0,0,40,0,18,4,4,6,0,6,0,0,40,26,8.0
Caleb Banks,144146,DI,FLORIDA,3,1,0,,0,0,163,1,0,59.9,68.8,78.6,64.2,68.5,25.2,0,3,0,0,,50.0,4,0,0,0.0,0,0,0,2,0,1,96,94,3,62,4,25,0,2,52,43,0,2,3,0,0,3,0,0,0,
Ryheem Craig,144151,ED,E CAROLINA,13,10,3,89.5,0,0,156,0,0,55.6,59.4,0.0,68.8,61.9,41.9,4,8,0,0,37,20.4,11,1,5,100.2,17,3,0,96,0,131,464,324,0,1,313,10,0,140,136,197,44,20,33,1,19,15,0,153,107,9.0
Derrick Edwards,144153,CB,CHARLOTTE,10,3,0,58.8,0,0,136,0,0,62.5,62.8,81.3,,62.1,73.5,0,0,0,0,46,9.5,2,2,0,105.0,10,0,0,29,195,117,231,7,0,0,7,0,0,224,0,114,0,3,16,0,17,0,1,140,59,14.0
Ben Perry,144172,ED,UCLA,1,0,0,,0,0,324,0,0,60.5,60.4,69.5,59.5,,,0,1,0,0,,,0,0,0,0.0,0,0,0,0,0,2,3,3,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,
TJ Quinn,144173,LB,LOUISVILLE,13,18,0,62.0,0,0,210,0,0,72.5,71.4,37.7,60.4,72.1,68.1,2,11,0,2,21,13.6,15,3,2,81.3,31,1,0,562,0,360,730,101,0,0,101,0,1,629,73,297,65,44,77,7,50,14,3,291,176,9.4
Kani Walker,144177,CB,ARKANSAS,11,11,0,60.0,0,0,111,0,0,67.4,66.1,49.7,72.0,58.8,66.8,1,0,1,1,50,14.0,8,5,5,117.5,27,1,0,46,557,337,671,8,0,0,8,0,2,663,2,332,57,9,38,2,45,2,4,486,98,18.0
Anthony Borriello,144180,CB,WAKE,2,0,0,,0,0,339,0,0,60.0,60.8,67.9,59.6,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,1,4,1,0,0,1,0,0,3,1,2,2,0,0,0,0,0,0,0,0,
Quincy Bryant,144181,LB,WAKE,13,18,0,72.2,0,0,339,1,0,67.9,75.7,0.0,71.8,79.4,64.2,0,6,0,0,22,13.8,9,1,3,86.3,13,0,0,310,1,151,352,14,0,0,14,0,0,338,35,166,26,23,38,3,18,6,0,104,42,8.0
Bernard Gooden,144189,DI,LSU,12,5,0,,2,0,211,0,0,60.4,63.3,0.0,65.0,68.8,40.4,3,21,0,0,,19.0,4,0,6,0.0,0,2,0,3,0,2,431,428,36,336,6,50,0,3,253,176,0,13,12,1,0,26,0,0,0,
Dylan Hazen,144192,LB,WAKE,13,18,2,80.0,0,2,339,2,0,58.9,71.2,84.2,75.7,73.5,53.7,3,9,0,0,21,17.2,15,1,0,95.2,20,0,0,455,2,227,502,17,0,0,17,0,1,485,54,221,27,34,54,9,25,12,0,171,104,8.6
DaShawn Jones,144195,CB,ALABAMA,13,1,0,74.1,0,0,103,0,0,63.3,64.1,84.3,59.2,66.5,81.1,0,2,1,1,38,5.9,1,2,0,112.1,20,0,0,42,2,161,263,1,0,0,1,0,3,262,8,94,215,4,15,1,27,2,2,253,127,12.7
Zach Lohavichan,144196,DI,WAKE,13,6,2,,0,1,339,0,0,60.4,61.5,48.0,63.5,60.4,25.7,2,13,0,0,,37.1,13,0,2,0.0,0,0,0,1,0,0,461,459,238,213,0,8,0,2,242,219,0,13,16,4,0,15,0,0,0,
Zavier Simpson,144207,LB,BALL ST,3,1,0,,0,0,117,0,0,62.9,44.7,73.0,,36.0,26.4,0,0,0,0,,50.0,2,0,0,0.0,0,0,0,19,0,4,25,1,0,0,1,0,1,24,0,21,4,1,1,0,0,0,0,0,0,
BJ Williams,144214,ED,WAKE,9,1,0,,0,0,339,0,0,65.6,74.8,79.7,66.6,70.3,56.9,2,1,0,0,,25.0,1,0,0,0.0,0,0,0,0,0,0,71,71,0,1,48,22,0,0,39,32,0,2,2,0,0,3,0,0,0,
Jack Dingle,144217,LB,CINCINNATI,12,10,0,80.0,0,0,138,0,0,69.9,62.5,89.1,61.9,55.7,67.5,3,12,0,0,5,11.1,7,0,0,79.2,4,3,0,470,0,181,545,71,0,0,71,0,0,474,71,293,3,29,46,1,5,18,0,12,8,3.0
Rob Jackson,144224,ED,CINCINNATI,12,1,0,,0,0,138,0,0,60.0,54.6,80.1,65.7,46.7,56.7,0,2,0,0,,18.2,2,0,0,0.0,0,1,0,0,0,0,131,131,0,21,55,55,0,0,57,74,0,4,8,1,0,3,0,0,0,
Zeiqui Lawton,144225,DI,SM HOUSTON,11,7,0,,1,0,281,1,0,58.5,66.7,53.5,62.0,70.4,73.3,3,8,0,0,,5.9,1,0,1,0.0,0,2,0,0,0,5,313,313,31,78,4,200,0,0,168,140,0,8,9,2,0,13,0,0,0,
Armorion Smith,144238,S,MICH STATE,12,6,0,75.0,0,1,223,1,0,56.2,50.8,84.4,47.7,42.6,31.3,0,1,0,1,56,28.9,13,1,0,119.6,15,0,0,189,7,211,425,12,0,0,12,0,138,413,9,205,78,9,26,0,20,1,2,204,69,13.6
Bryon Threats,144240,CB,UCLA,5,2,0,100.0,0,0,324,0,0,51.2,58.5,74.4,66.2,69.3,79.6,0,1,0,0,25,0.0,0,0,0,118.8,2,0,0,11,1,18,32,2,0,0,2,0,0,30,2,12,18,0,1,0,2,1,0,31,2,15.5
Jah-Mal Williams,144241,ED,TROY,14,11,2,66.7,0,1,318,0,0,64.2,66.8,88.6,64.2,64.9,81.8,2,12,0,0,35,5.9,2,0,0,109.7,2,6,0,71,0,66,537,432,0,15,388,29,0,105,202,269,34,19,21,0,3,20,0,40,15,20.0
Jalen Emery,144247,CB,W KENTUCKY,12,2,0,60.9,0,0,346,0,0,71.3,72.7,86.3,79.3,64.8,56.2,1,1,0,0,36,26.7,4,2,0,75.5,14,2,0,56,5,199,300,10,0,0,10,0,10,290,12,89,219,5,9,1,23,4,0,125,56,8.9
Jalen Garner,144248,LB,HOUSTON,13,22,0,80.0,0,2,182,0,0,60.0,66.4,58.7,65.0,68.9,69.0,4,17,0,0,69,14.3,13,2,1,129.5,28,1,0,506,0,226,665,86,0,0,86,0,0,579,150,289,73,27,56,1,35,22,3,288,217,10.3
Raylen Sharpe,144255,WR,ARKANSAS,1,0,0,,0,0,111,0,0,,60.0,60.0,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
Cam Blaylock,144260,DI,UTSA,13,4,0,,0,0,331,0,0,60.0,56.4,20.6,65.1,53.4,67.8,1,5,0,0,,7.7,1,0,2,0.0,0,1,0,7,0,0,230,223,141,80,0,2,0,7,125,105,0,6,8,0,0,7,0,0,0,
Bryce Edmondson,144264,LB,UNLV,10,4,0,80.0,0,0,325,1,0,58.8,53.6,84.5,65.1,45.5,45.8,0,3,0,0,12,27.8,5,0,1,118.8,8,0,0,141,1,79,175,18,0,0,18,0,1,157,17,79,12,2,9,0,10,3,1,45,34,5.6
Andrew Jones,144268,LB,OLE MISS,11,11,0,88.9,0,0,226,0,0,67.1,77.0,10.8,61.5,83.9,86.6,3,4,0,0,38,4.8,2,0,1,107.4,8,0,0,216,0,103,233,9,0,0,9,0,0,224,18,112,8,17,29,2,9,7,0,88,69,11.0
Eric Rivers,144279,WR,GA TECH,1,0,0,,0,0,176,0,0,,60.1,60.0,,60.0,,0,0,0,0,,,0,0,2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
William Whitlow Jr.,144288,ED,MEMPHIS,13,7,2,,0,0,218,0,0,63.9,79.4,69.3,66.8,84.7,42.5,6,25,0,0,,20.5,8,0,1,0.0,0,3,0,2,0,5,633,627,0,227,299,101,0,6,329,299,3,26,24,4,0,34,0,0,0,
Marcus Bleazard,144293,LB,NAVY,6,2,0,100.0,0,0,237,0,0,59.6,65.5,80.7,67.2,65.7,46.0,0,5,0,0,24,25.0,5,0,0,104.2,4,1,0,82,0,38,103,6,0,0,6,0,0,97,17,48,15,10,13,1,4,6,0,36,16,9.0
Randy Franklin,144307,S,CHARLOTTE,12,10,0,87.0,0,1,136,0,0,47.1,60.5,85.4,57.9,83.0,86.1,0,0,0,0,40,7.6,5,1,2,138.0,20,0,0,166,2,217,432,12,0,0,12,0,198,420,3,212,54,10,51,1,23,0,2,234,136,11.7
Dylan Goffney,144361,WR,SMU,2,0,0,,0,0,287,0,0,,59.9,67.1,,60.0,,0,0,0,0,,,0,0,0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,
Isaiah Nwokobia,144373,S,SMU,12,22,0,70.7,0,0,287,1,0,61.3,68.1,86.4,58.9,80.0,65.1,0,0,0,2,52,14.3,15,5,1,95.8,29,0,0,242,8,435,725,8,0,0,8,0,338,717,11,279,129,24,68,1,41,0,2,382,130,13.2
Jalen McMurray,144393,S,TENNESSEE,13,9,1,71.1,1,0,307,0,0,68.8,71.7,10.5,85.2,75.2,76.4,0,3,0,0,71,10.3,6,3,3,104.8,32,3,0,102,2,326,551,9,0,0,9,0,61,542,16,209,377,25,43,4,45,6,2,309,206,9.7
Bobby Salla Jr.,144398,CB,FIU,7,2,0,80.0,0,0,166,0,0,65.1,66.9,80.2,58.7,68.9,56.5,0,0,0,0,15,20.0,3,0,0,123.8,8,0,0,34,0,70,119,2,0,0,2,0,4,117,2,47,79,5,10,2,10,0,1,57,31,7.1
Jalen Satchell,144399,DI,MICH STATE,8,5,0,,0,0,223,0,0,65.4,55.0,80.9,53.1,53.9,80.4,0,2,0,0,,5.9,1,0,0,0.0,0,1,0,1,0,4,173,172,21,141,0,10,0,1,81,88,0,10,11,0,0,3,0,0,0,
Jadon Canady,144405,CB,OREGON,15,13,0,44.7,0,2,264,0,0,88.0,85.5,89.4,53.9,74.7,70.4,1,4,0,2,11,12.2,6,4,2,38.7,17,0,0,81,27,344,603,21,0,0,21,0,128,582,18,241,346,12,30,1,38,5,1,104,61,6.1
