player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
Jojo Stone,183321,WR,FIU,1,0.0,1,1,10.0,3.6,0,0,0.0,0.0,0,0,1,,1,0,0,166,73.6,80.1,54.8,57.4,0,0,1,0,0.0,39.6,0.0,0,0,0,0,0,0,0.0,0,0.0
Tommy Rittenhouse,148028,QB,ILL STATE,16,71.6,462,490,8.8,2.7,3,16,3.1,65.3,320,0,114,3.3,546,11,198,188,51.8,75.1,76.5,54.5,6,10,578,2,14.0,100.5,2.9,16,38,0,19,35,13,2.2,3376,6.9
Brady Olson,147415,QB,CENT CT ST,13,67.5,440,460,10.3,2.49,2,29,6.0,58.7,270,0,123,9.1,498,27,173,133,54.1,81.3,81.0,60.0,6,7,522,1,13.0,91.1,3.2,16,21,0,12,25,15,2.9,3125,6.8
Keali'i Ah Yat,178141,QB,MONTANA,14,77.8,419,447,8.1,2.62,10,19,4.1,68.9,308,0,133,5.5,493,18,176,232,75.1,85.4,81.9,70.8,3,8,509,3,15.8,110.5,4.3,21,24,1,14,30,12,2.4,3876,8.7
Stone Earle,123504,QB,ABILENE CH,14,74.8,437,442,8.9,2.8,4,28,5.9,67.0,296,0,155,9.5,517,31,172,100,73.6,84.6,81.2,71.1,0,11,551,2,18.1,95.1,5.4,28,46,0,1,22,16,2.9,3292,7.4
Gunnar Smith,162611,QB,FORDHAM,12,66.7,415,429,10.1,2.72,4,22,4.8,56.2,241,0,147,13.0,519,36,138,168,29.3,64.9,59.8,70.8,4,13,545,0,32.0,72.9,9.1,47,43,0,6,14,29,5.3,2655,6.2
Trey Hedden,185848,QB,FURMAN,12,73.7,399,419,8.4,2.41,7,14,3.2,68.3,286,0,119,2.7,444,8,144,170,49.3,76.8,76.1,53.2,5,13,464,0,19.3,89.0,5.2,23,2,0,8,17,14,3.0,2959,7.1
Devin Farrell,157658,QB,RHODE ISLD,14,73.3,393,412,9.9,2.84,3,30,6.9,64.8,267,0,125,7.3,482,21,169,274,48.8,90.4,89.8,67.6,4,8,505,2,28.8,105.7,7.5,36,32,0,12,24,13,2.6,3783,9.2
Braden Atkinson,201350,QB,MERCER,11,74.0,393,406,10.7,2.48,4,29,6.8,66.0,268,0,86,7.9,412,23,171,219,71.1,90.6,90.5,46.2,2,11,434,2,2.3,110.7,0.5,2,4,0,7,34,15,3.5,3604,8.9
Jordan Cooke,175116,QB,IDAHO ST,11,66.4,375,404,11.8,2.59,4,27,6.3,57.4,232,1,79,6.8,416,17,134,186,69.3,78.7,77.4,64.7,0,9,439,5,2.5,83.9,0.5,2,9,1,24,15,11,2.5,2990,7.4
Pat McQuaide,145792,QB,VILLANOVA,15,69.1,375,401,11.9,2.49,4,27,6.4,58.6,235,0,108,9.3,430,24,144,334,68.8,78.7,77.0,63.2,2,4,454,2,19.4,100.0,4.9,21,7,0,20,25,18,4.0,3123,7.8
Jerry Kaminski,177155,QB,N DAKOTA,14,67.5,354,384,9.9,2.56,10,13,3.3,57.6,221,0,109,7.5,431,18,136,249,79.0,75.2,69.3,73.0,2,12,450,1,12.8,87.6,3.2,14,33,3,15,26,12,2.7,2583,6.7
Ty Pennington,185022,QB,N ARIZONA,12,78.7,343,382,8.6,2.84,7,26,6.6,65.2,249,0,120,7.8,424,21,138,252,60.4,90.0,90.1,65.6,6,4,438,3,18.3,102.7,5.2,22,19,0,26,19,7,1.6,3127,8.2
Walker Harris,150449,QB,NC CENT,12,72.3,350,376,10.1,2.57,5,20,5.1,62.0,233,0,83,7.9,420,20,157,247,67.3,82.0,83.3,53.6,2,9,441,1,25.3,100.7,5.0,21,22,1,18,24,14,3.2,3216,8.6
Matt Vezza,176960,QB,NEW HAMP,13,70.4,348,375,9.0,2.68,6,17,4.3,60.3,226,0,124,7.8,457,19,145,240,78.9,84.7,76.2,81.9,3,7,484,3,20.2,91.1,5.5,25,57,2,16,19,13,2.7,2674,7.1
Beau Brungard,164897,QB,YNGTOWN ST,12,76.1,347,374,8.9,3.08,4,22,5.6,67.9,254,0,135,3.8,451,10,166,353,84.3,92.0,86.9,86.5,2,2,475,4,11.1,110.2,3.3,15,62,1,20,24,9,1.9,2905,7.8
Adam Urena,186682,QB,MERCYHURST,11,72.5,349,369,8.4,2.44,5,9,2.3,64.2,237,0,131,6.3,411,16,131,977,64.8,70.5,68.7,65.9,2,10,432,2,20.6,83.0,6.6,27,13,0,13,13,15,3.5,2384,6.5
Kekoa Visperas,147588,QB,TENN TECH,13,75.1,349,368,8.4,2.78,11,16,4.1,64.9,239,0,115,8.8,443,23,155,309,25.0,74.4,73.2,64.3,2,7,461,1,22.6,103.0,5.9,26,47,1,5,26,18,3.9,2753,7.5
James Murphy,177426,QB,BROWN,10,75.3,344,367,7.6,2.62,5,13,3.3,67.0,246,0,141,5.0,413,13,128,123,74.9,72.9,73.1,55.4,7,14,442,2,19.1,90.0,6.5,27,19,1,10,18,15,3.4,2788,7.6
Taron Dickens,177946,QB,W CAROLINA,9,80.2,354,366,10.0,2.78,3,18,4.7,73.2,268,0,119,5.6,435,16,184,344,40.2,90.8,91.3,62.0,4,2,459,4,16.8,135.3,4.6,20,46,0,5,38,10,2.2,3499,9.6
Aidan Bouman,122508,QB,S DAKOTA,15,67.7,341,361,10.0,2.78,0,20,5.2,59.6,215,0,142,6.9,382,16,129,291,79.4,80.4,79.0,63.5,2,7,410,5,10.6,101.0,3.9,15,6,1,17,26,12,2.9,2886,8.0
Kamden Sixkiller,133096,QB,CAMPBELL,11,72.0,339,359,7.2,2.65,5,13,3.4,63.0,226,0,102,7.4,421,18,123,131,48.9,73.0,70.0,70.0,2,5,444,0,22.5,85.1,5.5,23,39,1,12,12,11,2.5,2176,6.1
DJ Williams,138061,QB,S ILLINOIS,12,70.9,337,358,9.0,2.58,6,19,5.0,62.3,223,0,90,6.7,394,16,137,295,57.5,85.4,72.7,87.1,4,5,415,0,13.3,101.8,3.0,12,24,4,7,22,12,2.9,2849,8.0
Justin Lamson,144052,QB,MONTANA ST,16,79.8,336,356,7.2,2.84,9,14,3.8,71.3,254,0,135,5.2,456,14,174,233,51.7,90.4,90.1,70.6,4,3,472,2,23.7,119.2,7.0,32,66,1,6,26,5,1.1,3146,8.8
Eric Gibson Jr.,168461,QB,N COLORADO,12,73.1,342,355,8.2,2.28,6,19,5.0,65.4,232,0,71,7.2,379,18,111,253,57.8,71.8,72.4,49.8,0,11,404,2,15.5,83.7,2.9,11,11,0,7,11,16,4.0,2535,7.1
Dean DeNobile,159740,QB,LAFAYETTE,12,70.3,340,354,10.4,2.41,4,14,3.8,63.6,225,0,84,5.9,372,14,114,203,64.7,66.3,66.9,51.9,1,7,390,3,10.7,94.6,2.4,9,8,0,9,19,7,1.8,2540,7.2
Sam Vidlak,146333,QB,STF AUSTIN,13,76.1,331,350,8.7,2.59,6,20,5.4,66.0,231,0,93,8.3,379,21,122,301,48.7,83.7,84.1,44.0,1,7,400,3,23.7,101.8,5.8,22,6,1,11,22,15,3.8,2692,7.7
Carter Peevy,129563,QB,MAINE,12,70.9,316,347,9.6,2.93,4,16,4.5,58.2,202,0,120,9.8,379,22,119,212,82.3,84.2,80.7,74.4,4,8,392,4,13.3,84.6,4.2,16,16,0,23,17,11,2.8,2270,6.5
Caden Pinnick,185116,QB,UC DAVIS,13,77.7,332,347,8.0,3.08,6,15,3.8,68.9,239,0,147,7.4,444,19,171,322,39.6,83.6,77.5,78.4,2,10,504,4,23.8,116.7,7.9,35,62,1,6,32,18,3.6,3206,9.2
Jaylon Tolbert,154757,QB,ALCORN ST,12,69.9,326,345,9.5,2.6,2,7,1.9,63.2,218,0,96,4.4,377,10,98,107,55.1,63.9,60.5,66.2,4,7,400,3,15.6,87.7,4.0,15,17,6,7,16,14,3.5,2152,6.2
Jaden Craig,159342,QB,HARVARD,11,69.7,333,344,11.6,2.74,2,30,8.4,61.0,210,0,85,9.5,381,22,145,179,71.7,91.3,90.6,67.6,1,7,398,0,14.1,103.6,3.1,12,25,5,3,25,12,3.0,2884,8.4
Nate Glantz,157587,QB,LNDNWD,12,64.7,323,341,11.9,2.86,1,26,7.3,58.4,199,0,132,4.8,387,10,119,949,67.0,78.1,75.1,68.9,1,11,401,1,18.9,85.5,6.5,25,20,0,16,17,14,3.5,2587,7.6
RJ Johnson,171379,QB,FL A&M,11,74.3,315,336,7.9,2.66,6,14,4.0,64.3,216,0,117,7.7,387,18,131,164,63.8,80.0,79.4,68.1,4,4,407,7,19.7,100.6,5.9,23,28,1,10,18,8,2.0,2583,7.7
AJ Duffy,156292,QB,NEWHVN,10,68.8,311,335,8.8,2.61,2,14,3.8,60.3,202,0,97,5.6,366,12,113,1013,72.4,65.4,61.5,71.0,1,10,398,2,8.2,92.1,2.2,8,23,0,21,22,12,3.0,2436,7.3
Chris Parson,172551,QB,AUSTINPEAY,12,74.5,310,328,10.7,3.18,2,26,7.6,63.1,207,0,128,10.4,406,24,141,116,42.6,86.3,80.6,76.0,2,5,420,3,21.1,109.9,6.7,27,51,2,12,23,14,3.3,3009,9.2
Dante Reno,184498,QB,YALE,12,75.3,299,322,8.4,2.33,8,23,6.9,64.0,206,0,100,8.4,362,19,123,352,37.6,70.4,76.1,40.3,7,10,376,1,14.0,96.7,3.9,14,23,1,7,21,14,3.7,2510,7.8
Jack O'Connell,165100,QB,STHLSK,12,69.8,301,321,8.0,2.77,4,11,3.3,60.7,195,0,145,7.1,379,15,99,1470,53.0,62.0,62.1,57.9,3,6,395,4,18.6,85.0,7.1,27,31,1,12,15,11,2.8,1886,5.9
Coulter Cleland,165212,QB,DAVIDSON,12,65.0,303,320,8.9,2.75,4,11,3.3,55.6,178,0,123,9.6,385,19,119,149,45.5,53.7,54.2,53.9,3,11,401,5,20.3,82.5,6.5,25,40,0,10,20,19,4.7,2119,6.6
Victor Gabalis,131932,QB,TARLETON,12,66.3,303,319,14.7,2.77,1,37,10.8,58.9,188,0,79,6.5,364,13,121,401,40.6,91.8,92.3,46.4,3,6,389,2,32.9,113.5,7.1,26,19,1,11,30,9,2.3,2968,9.3
Tyriq Starks,156514,QB,HOWARD,12,69.7,290,319,9.2,3.08,3,12,3.6,58.3,186,0,139,7.9,398,16,116,184,68.6,71.4,67.6,68.7,8,12,415,2,27.3,71.3,9.5,38,40,1,17,11,14,3.4,1900,6.0
Ayden Pereira,159129,QB,MERRIMACK,12,65.1,289,317,10.8,3.2,2,13,3.9,49.5,157,0,151,16.5,382,31,110,385,76.2,77.0,70.6,74.6,8,9,403,2,13.9,65.3,5.5,21,42,2,16,9,11,2.7,1852,5.8
Liam O'Brien,164675,QB,PENN,10,74.6,299,317,9.2,3.01,4,14,4.1,66.6,211,0,95,5.4,356,12,120,267,62.3,83.0,73.7,80.7,1,6,380,1,17.9,100.8,4.8,17,22,1,12,19,14,3.7,2373,7.5
Andrew Indorf,201895,QB,TOWSON,12,68.1,298,312,10.6,2.87,2,21,6.2,59.3,185,0,120,8.9,363,18,104,317,50.9,72.7,71.7,62.2,0,4,392,2,15.0,94.4,5.0,18,31,0,12,16,14,3.6,2331,7.5
Jake Stearney,171991,QB,COLGATE,11,64.7,286,311,10.0,2.3,3,15,4.7,55.3,172,0,91,7.0,335,13,107,142,42.5,69.5,68.7,61.2,4,7,346,3,14.3,86.3,3.9,13,11,1,17,18,9,2.6,2103,6.8
Tyler Hughes,159218,QB,WM & MARY,12,75.2,290,310,8.6,2.96,1,12,3.6,65.8,204,0,135,6.4,392,14,119,348,70.4,84.5,77.3,78.3,0,3,424,1,17.8,105.7,6.1,24,57,2,17,20,6,1.4,2330,7.5
Cason Carswell,206621,QB,W ILLINOIS,10,70.2,282,307,9.6,2.74,11,18,5.6,60.6,186,0,101,6.1,334,12,92,345,48.2,69.2,69.0,57.7,2,3,352,2,16.8,93.8,5.1,17,10,1,11,16,8,2.3,2060,6.7
Jack Shields,156830,QB,ALBANY,10,62.1,282,306,10.7,2.75,10,16,4.8,52.3,160,0,115,8.6,354,15,94,106,52.8,59.5,59.7,56.2,2,9,383,2,27.8,75.2,9.0,32,16,1,11,14,14,3.7,1947,6.4
Eddie Lee Marburger,145511,QB,TXRG,12,75.8,293,306,11.6,2.87,4,29,9.1,64.4,197,0,109,11.3,354,25,130,1445,66.2,92.8,92.1,74.2,2,7,368,2,19.3,117.8,5.9,21,26,1,6,31,11,3.0,2781,9.1
Zolten Osborne,178620,QB,CHARLES SO,12,66.7,276,305,10.5,2.81,10,22,6.9,54.8,167,0,106,9.2,343,17,98,135,78.7,78.3,77.1,63.7,3,6,360,2,19.8,83.0,6.1,21,17,1,15,12,11,3.1,2224,7.3
EJ Colson,190335,QB,INCAR WORD,10,76.1,284,300,8.8,2.87,3,17,5.3,70.0,210,0,96,2.8,373,6,113,189,74.2,73.8,69.6,71.0,2,4,393,2,26.0,102.4,6.7,25,47,1,10,16,10,2.5,2140,7.1
Cameron Peters,123326,QB,PRVIEW A&M,13,76.9,281,299,10.4,2.53,4,16,5.1,64.2,192,1,92,11.1,316,24,120,270,58.0,90.3,91.3,61.4,3,7,334,3,2.2,111.3,0.6,2,15,1,10,23,9,2.7,2856,9.6
Bronson Barron,141710,QB,SO UTAH,11,74.5,282,298,9.0,2.68,6,14,4.5,65.8,196,0,99,6.7,347,14,126,298,56.0,88.2,88.8,58.5,2,4,359,1,28.3,98.4,8.1,28,19,3,5,12,10,2.8,2406,8.1
Tyler Riddell,102355,QB,DUQUESNE,12,67.0,273,297,9.4,2.53,10,11,3.5,56.9,169,0,84,7.7,329,14,92,155,38.2,58.3,55.6,63.3,2,8,346,6,20.2,96.3,5.2,17,15,0,12,26,15,4.3,2057,6.9
Collin Hurst,177732,QB,PRESBYTERN,11,72.9,288,296,10.2,2.54,2,17,5.4,68.2,202,0,79,3.8,327,8,132,271,54.6,84.1,80.2,73.7,1,11,349,3,20.3,110.9,4.9,16,15,1,4,26,14,4.0,2712,9.2
Bronson Barben,188632,QB,UTAHTC,10,70.5,268,292,8.2,2.5,8,6,2.0,57.5,168,0,87,11.1,317,21,71,1285,47.4,54.0,50.9,64.7,6,12,322,1,13.8,63.9,3.8,12,13,1,9,6,17,5.3,1691,5.8
Garrett Bass-Sulpizio,171137,QB,CORNELL,10,69.5,282,292,7.6,2.61,5,10,3.2,64.0,187,0,67,4.6,326,9,103,147,38.6,58.3,54.3,64.6,0,5,345,2,17.9,81.7,3.7,12,22,0,5,6,11,3.2,1863,6.4
Jase Bauer,145714,QB,TENN MARTN,12,77.4,270,289,7.3,2.93,1,16,5.3,70.6,204,0,119,2.4,352,5,111,310,70.5,88.9,81.5,81.3,1,2,366,3,20.2,98.3,6.8,24,37,1,16,10,9,2.5,1997,6.9
Hayden Johnson,185698,QB,LEHIGH,13,71.7,269,283,11.5,2.66,6,22,7.4,62.2,176,0,63,8.8,305,17,111,205,61.6,89.4,87.5,70.2,1,6,322,1,14.3,103.3,3.0,9,13,0,7,18,9,2.8,2512,8.9
Jim Ogle,192530,QB,MURRAY ST,9,68.8,263,280,7.2,2.29,4,7,2.3,59.6,167,0,77,7.7,298,14,87,236,73.1,51.6,48.8,63.8,4,13,317,2,11.7,69.6,3.0,9,9,0,9,9,18,5.7,1777,6.3
Grayson Saunier,171185,QB,DARTMOUTH,10,74.0,265,280,8.9,2.62,4,13,4.5,65.4,183,0,78,6.6,315,13,104,148,68.1,84.2,77.8,76.0,2,7,329,0,11.5,88.7,2.9,9,26,0,9,9,13,4.0,2142,7.7
Jake Strong,173651,QB,MCNEESE,11,69.0,261,280,8.3,2.49,4,9,3.1,58.9,165,0,104,8.3,335,15,104,217,46.7,66.0,60.0,70.0,4,13,347,1,25.0,75.0,7.8,26,29,0,11,11,18,5.2,2019,7.2
Jax Leatherwood,171548,QB,SE MO ST,8,74.1,263,277,7.6,2.37,4,10,3.4,63.5,176,0,96,9.7,320,19,93,293,46.9,75.7,75.7,59.4,3,2,335,1,28.1,96.1,8.4,27,15,0,7,12,6,1.8,1969,7.1
Landen Clark,188534,QB,ELON,12,67.5,249,277,12.8,3.45,5,17,5.8,55.6,154,0,143,8.3,376,14,109,162,67.3,84.3,75.1,79.7,2,8,394,0,25.2,92.8,9.6,36,63,2,19,18,8,2.0,2314,8.4
Sonny Mannino,166694,QB,MARIST,10,67.2,262,277,8.4,2.98,5,6,2.1,57.8,160,1,120,9.1,367,16,101,213,42.1,56.7,53.6,62.5,3,3,384,2,24.2,86.1,7.9,29,59,0,7,11,11,2.9,1806,6.5
Nick Whitfield Jr.,159490,QB,ST FRANCIS,10,66.9,260,275,8.1,2.67,4,9,3.2,60.4,166,1,92,4.6,312,8,84,299,24.2,50.3,53.0,49.0,4,10,322,11,19.6,67.4,5.8,18,19,0,7,5,15,4.7,1588,5.8
Otto Kuhns,138014,QB,NORFOLK,10,68.0,256,273,10.8,3.02,1,16,5.5,61.2,167,0,115,4.0,321,7,103,244,37.5,72.5,70.2,67.0,2,7,342,3,16.5,92.9,5.9,19,28,2,12,15,13,3.8,2109,7.7
Christian Peters,154331,QB,ARKAPB,9,67.7,254,272,10.0,2.64,2,16,5.5,57.0,155,1,94,9.9,307,17,79,112,79.8,67.5,68.0,60.3,3,6,324,5,11.7,82.2,3.6,11,24,2,11,12,13,4.0,1767,6.5
Davin Wydner,163672,QB,W GEORGIA,10,67.6,244,271,9.1,2.92,3,12,4.2,55.4,150,0,112,9.1,326,15,92,1177,46.9,66.2,58.8,71.6,5,8,341,1,17.0,80.3,5.8,19,34,4,15,15,13,3.8,1685,6.2
Collin Shannon,160918,QB,VA MILT IN,9,63.1,255,271,10.5,2.57,11,15,5.2,54.2,147,0,82,8.7,306,14,80,336,43.8,67.5,71.2,37.3,2,5,326,2,26.8,86.0,7.2,22,13,0,3,13,14,4.3,1977,7.3
William Atkins IV,148354,QB,SCAR STATE,12,74.6,248,266,10.6,2.75,1,20,7.1,64.3,171,0,99,7.6,312,14,101,290,66.3,85.1,87.7,54.9,4,4,328,1,25.3,107.5,8.0,25,21,0,13,17,6,1.8,2351,8.8
KJ Cooper,197019,QB,TEXAS STHN,10,74.8,250,264,8.6,2.93,4,11,4.0,60.2,159,1,103,15.0,321,28,98,313,55.9,81.0,74.7,79.1,1,6,333,4,17.5,85.3,5.6,18,39,2,7,13,9,2.7,1654,6.3
John-Keawe Sagapolutele,175709,QB,PORTLAND,11,62.6,246,264,9.2,2.55,4,10,3.6,56.1,148,0,93,3.9,288,6,81,269,63.3,59.9,58.6,59.4,7,16,300,0,10.8,54.5,3.5,10,14,0,7,4,19,6.3,1642,6.2
Quincy Crittendon,149944,QB,SAMFORD,9,77.4,243,261,6.1,2.73,4,4,1.5,67.4,176,0,103,6.4,298,12,79,282,58.3,62.8,64.5,57.7,2,6,309,2,25.2,83.1,8.7,26,10,1,11,6,9,2.9,1676,6.4
Joshua Wood,163421,QB,IDAHO,10,64.9,248,260,11.5,3.26,4,11,4.0,58.5,152,0,110,5.6,310,9,105,185,50.7,75.4,69.9,74.9,2,5,326,3,8.2,91.4,2.9,9,40,0,6,14,15,4.6,1915,7.4
Myles Burkett,158691,QB,E KENTUCKY,12,65.5,235,256,8.2,3.15,3,6,2.2,54.7,140,0,141,9.1,331,14,88,159,49.9,60.9,57.8,63.4,4,9,344,1,22.0,67.5,9.4,31,44,0,14,8,14,4.1,1478,5.8
Byron McNair,128017,QB,TENN STATE,11,70.9,223,250,7.7,2.87,6,11,4.2,61.2,153,0,116,3.2,303,5,69,308,24.3,59.0,63.2,44.9,4,6,319,2,22.4,80.8,8.6,26,26,1,16,9,10,3.1,1544,6.2
Dom Nankil,182292,QB,SAN DIEGO,11,72.6,234,248,9.7,2.85,2,16,6.3,63.3,157,0,64,7.6,296,13,94,283,78.0,81.6,82.1,60.2,0,3,305,2,31.3,100.1,6.8,20,28,0,12,13,4,1.3,1951,7.9
Kai Colon,167663,QB,PRINCETON,9,66.8,220,241,9.8,3.03,7,5,2.0,57.7,139,0,98,5.4,290,8,83,272,50.9,65.6,66.0,58.6,1,6,303,4,21.4,81.7,7.2,21,27,3,10,9,10,3.3,1703,7.1
Andy Peters,128138,QB,STTHOM,10,71.5,228,238,11.7,2.69,0,17,6.7,63.9,152,0,67,6.7,267,11,98,1129,32.4,85.2,81.1,74.3,1,4,282,1,23.9,108.6,6.0,16,13,4,5,17,10,3.5,2085,8.8
Carter Cravens,150714,QB,MOREHEAD,11,72.6,219,237,10.4,2.61,3,9,3.6,63.7,151,0,71,5.0,278,8,100,234,26.7,66.9,70.6,49.8,4,6,296,2,21.1,92.6,5.4,15,25,0,11,11,9,3.0,1848,7.8
Derek Robertson,142298,QB,MONMOUTH,6,78.4,231,237,9.8,2.11,1,17,6.9,72.6,172,0,44,5.0,250,9,110,231,66.7,92.1,91.8,59.5,0,5,261,1,15.9,127.8,2.8,7,5,0,5,24,7,2.7,2290,9.7
Jack Snyder,185417,QB,SACR HEART,11,76.7,227,237,8.6,2.79,2,11,4.5,69.6,165,0,82,5.2,314,9,107,280,56.6,77.3,79.2,62.7,0,3,321,3,26.8,102.9,7.0,22,55,1,7,11,3,0.9,1856,7.8
Dez Thomas II,177368,QB,GEORGETOWN,12,65.9,220,237,9.7,3.1,4,8,3.2,57.4,136,0,127,6.2,318,9,72,172,31.6,50.2,50.0,53.7,7,9,336,3,28.3,71.7,11.3,36,41,1,5,8,16,4.8,1499,6.3
Eric Handley,185928,QB,ALAB A&M,10,66.8,211,233,8.6,2.54,8,6,2.5,57.1,133,0,63,5.7,262,8,65,104,49.7,53.0,55.7,44.7,3,6,272,0,20.6,74.8,5.0,13,16,3,8,8,12,4.4,1369,5.9
Matthew Schecklman,159420,QB,N IOWA,8,68.8,221,230,9.0,2.71,2,4,1.6,59.6,137,0,79,9.9,272,15,73,255,59.7,68.4,61.2,80.4,0,7,286,0,29.1,77.4,8.5,23,19,0,7,9,12,4.2,1395,6.1
Carson Camp,141837,QB,SE LA,13,77.7,206,229,7.5,2.65,7,8,3.4,62.0,142,0,78,11.3,266,18,78,294,56.2,67.8,67.6,61.2,1,7,272,3,20.5,93.8,6.0,16,19,0,15,14,8,2.9,1780,7.8
Cole Payton,148154,QB,N DAK ST,13,78.3,217,226,12.4,3.33,4,26,11.3,71.2,161,0,102,5.3,300,9,137,250,68.2,95.8,94.5,90.0,1,4,307,6,19.6,127.8,6.7,20,54,1,3,16,6,2.0,2719,12.0
Chase Mason,159444,QB,S DAK ST,9,69.6,217,226,10.3,2.61,1,8,3.4,64.6,146,0,63,3.3,270,5,106,292,54.5,82.1,79.2,69.8,1,4,285,1,25.4,107.7,5.9,16,27,0,7,15,6,2.1,2007,8.9
Camden Orth,108965,QB,CHATTNOOGA,9,63.0,211,223,10.8,2.69,2,13,5.4,54.7,122,0,90,8.3,263,11,90,137,48.7,66.7,63.3,69.0,2,9,281,5,16.7,81.2,5.7,15,25,2,6,13,13,4.6,1655,7.4
Austin Myers,164221,QB,CENT ARK,7,63.2,204,222,11.6,2.52,3,11,4.7,56.3,125,0,67,3.1,238,4,68,132,57.0,64.9,64.2,57.8,3,7,248,1,16.4,85.0,4.6,11,4,0,12,13,7,2.8,1580,7.1
Reagan Andrew,161309,QB,BUTLER,10,74.8,210,222,7.0,2.3,6,8,3.4,67.6,150,0,45,4.5,245,7,80,127,39.1,70.7,68.8,65.1,1,6,257,0,22.2,94.4,4.1,10,12,1,4,12,9,3.5,1561,7.0
Keegan Patterson,158465,QB,INDIANA ST,10,67.9,196,218,10.8,2.82,8,15,6.7,56.9,124,0,108,6.8,257,9,60,191,53.2,66.4,65.7,61.3,7,7,267,3,18.5,84.2,7.8,20,19,1,6,12,10,3.7,1557,7.1
Quinn Boyd,191683,QB,STNY BROOK,5,75.6,201,216,7.4,2.49,9,8,3.6,66.2,143,0,76,5.9,252,9,73,303,58.5,72.7,72.7,59.6,0,0,263,0,19.7,97.2,6.0,15,21,0,6,8,4,1.5,1431,6.6
Kyle Wickersham,148418,QB,RICHMOND,10,74.4,199,214,8.0,2.67,6,13,5.8,64.0,137,0,80,7.4,240,11,62,276,47.6,76.3,74.3,66.4,5,4,251,1,12.5,88.6,4.2,10,15,2,2,9,7,2.8,1382,6.5
Josh Brown,181411,QB,MS VLY ST,9,66.2,198,213,9.2,2.92,7,8,3.6,55.4,118,0,100,9.9,265,13,78,228,72.2,58.1,55.2,63.6,2,3,279,1,17.0,77.9,6.4,17,34,0,6,6,9,3.2,1334,6.3
Abram Johnston,192360,QB,NWSTATE,11,62.6,195,213,7.9,2.75,7,6,2.7,54.5,116,0,86,4.9,257,6,52,257,40.0,48.3,43.6,60.1,0,9,265,0,25.6,63.5,8.6,22,20,0,11,7,14,5.3,1160,5.4
Cam'Ron Ransom,147110,QB,BETH COOK,11,70.6,194,210,9.5,2.81,1,11,5.2,61.9,130,0,80,5.1,246,7,79,119,34.6,69.8,66.3,66.5,4,6,250,2,18.8,96.2,6.1,15,21,2,9,13,7,2.8,1704,8.1
Chase Goodwin,171117,QB,COLUMBIA,7,61.5,195,210,11.3,2.78,2,9,3.9,51.9,109,0,69,9.2,233,11,64,145,67.3,64.0,60.9,66.5,4,9,252,1,15.9,66.8,4.7,11,12,0,9,9,12,4.8,1260,6.0
Cole Pennington,156787,QB,GARD-WEBB,10,67.7,195,209,11.2,2.94,5,15,6.7,60.3,126,0,80,4.5,259,6,80,171,22.8,62.5,68.8,37.4,2,5,278,1,31.3,85.6,9.7,25,25,0,7,7,13,4.7,1610,7.7
Kevin White,178287,QB,NC A&T,8,66.0,194,208,10.8,3.04,1,10,4.6,57.2,119,0,102,7.0,263,9,72,246,61.1,63.6,61.6,65.7,2,6,272,5,23.5,79.5,9.1,24,31,3,8,7,10,3.7,1526,7.3
Rowan Keefe,165386,QB,VALPO,12,67.8,202,208,9.2,2.51,3,12,5.4,61.5,128,0,74,6.6,253,9,82,332,25.7,65.6,70.5,47.7,0,14,268,3,28.4,75.8,8.3,21,24,1,2,12,13,4.9,1560,7.5
Eric Rodriguez,160057,QB,TXAMCO,10,69.1,194,208,10.3,2.71,5,18,8.4,59.6,124,0,81,7.5,258,10,87,1139,24.8,71.6,72.0,61.1,0,8,267,3,22.2,81.6,7.0,18,30,0,9,11,20,7.5,1411,6.8
J.T. Fayard,172783,QB,WOFFORD,7,76.3,194,207,8.6,2.31,2,11,5.0,65.7,136,0,53,8.1,221,12,56,350,32.5,74.8,75.1,53.2,1,3,233,0,18.9,101.2,4.5,10,4,2,8,13,8,3.4,1463,7.1
Kaiden Bennett,147778,QB,DELWARE ST,12,67.0,194,204,8.7,2.82,4,8,3.6,60.3,123,0,81,5.4,252,7,84,152,61.3,64.5,52.0,77.2,2,7,273,7,25.9,78.5,8.3,21,25,1,3,7,10,3.7,1422,7.0
Deuce Hogan,129470,QB,NICHOLLS,8,74.0,177,203,5.8,2.75,2,3,1.4,60.1,122,0,80,6.9,222,9,50,243,70.6,57.7,58.5,55.0,5,5,236,4,11.3,70.4,4.1,9,9,0,19,4,6,2.5,1067,5.3
Brady Stober,203110,QB,SAMFORD,10,71.6,183,199,7.5,2.73,5,5,2.4,61.8,123,0,77,6.1,241,8,57,282,39.2,51.3,48.4,61.5,6,7,249,0,31.2,76.8,10.0,24,17,0,5,7,13,5.2,1248,6.3
